"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 22:27:51 IST 2024","Wed Feb 28 22:27:51 IST 2024","44","Surefire suite","Surefire test","com.vwo.VWOPlatform","com.vwo.VWOPlatform","shouldAnswerWithTrue","shouldAnswerWithTrue",""
